Customer Type,Gender,Product Category,Unit Price,Quantity,Total,Date,Time,Payment,Discount,Rating
Member,Female,Beverages,11000,10,90000,5/5/2024,21:18,Card,20,8
Regular,Male,Fruits,8400,10,80000,5/5/2024,21:35,Qris,10,5
Member,Female,Vegetables,9200,11,75000,5/5/2024,21:48,Transfer,15,6
Member,Male,Seafood,49400,12,190000,5/5/2024,22:05,Cash,15,6
Regular,Female,Instant Food,10300,13,138000,5/5/2024,22:18,Card,10,5
Member,Male,Snack,7700,9,126000,5/5/2024,22:35,Qris,15,5
Member,Female,Bakery,9800,3,128000,5/5/2024,22:50,Transfer,30,9
Regular,Male,Kitchen Consumption,24000,12,105000,5/5/2024,23:05,Cash,15,6
Member,Female,Dessert,19000,11,33000,5/5/2024,23:18,Card,15,5
Regular,Male,Dairy Product,22300,8,48000,5/5/2024,23:32,Qris,15,6
Member,Female,Beverages,6800,6,22000,5/5/2024,23:50,Transfer,0,4
Regular,Male,Fruits,4000,1,136000,5/6/2024,9:05,Cash,10,6
Member,Female,Vegetables,11200,8,117000,5/6/2024,9:18,Card,10,5
Regular,Male,Seafood,49400,8,110000,5/6/2024,9:35,Qris,10,6
Member,Female,Instant Food,6900,10,112000,5/6/2024,9:48,Transfer,10,5
Member,Male,Snack,7700,14,144000,5/6/2024,10:05,Cash,30,9
Regular,Female,Bakery,22300,1,50000,5/6/2024,10:18,Card,0,4
Member,Male,Kitchen Consumption,24000,13,72000,5/6/2024,10:35,Qris,15,6
Regular,Female,Dessert,21000,2,90000,5/6/2024,10:48,Transfer,10,5
Member,Male,Dairy Product,31300,8,52000,5/6/2024,11:05,Cash,10,6
Regular,Female,Beverages,17800,10,22000,5/6/2024,11:18,Card,20,8
Member,Male,Fruits,13100,13,104000,5/6/2024,11:35,Qris,20,8
Regular,Female,Vegetables,63800,10,81000,5/6/2024,11:48,Transfer,10,5
Member,Male,Seafood,80700,9,170000,5/6/2024,12:05,Cash,10,5
Regular,Female,Instant Food,7100,14,105000,5/6/2024,12:18,Card,20,7
Member,Male,Snack,7700,13,66000,5/6/2024,12:35,Qris,30,9
Regular,Female,Bakery,21400,13,70000,5/6/2024,12:48,Transfer,15,6
Member,Male,Kitchen Consumption,13400,8,76000,5/6/2024,13:05,Cash,20,8
Regular,Female,Dessert,17000,12,63000,5/6/2024,13:18,Card,15,5
Member,Male,Dairy Product,34000,2,28000,5/6/2024,13:32,Qris,10,6
Regular,Female,Beverages,8700,14,18000,5/6/2024,13:48,Transfer,30,9
Member,Male,Fruits,12300,13,120000,5/6/2024,14:05,Cash,15,6
Regular,Female,Vegetables,11700,9,117000,5/6/2024,14:18,Card,10,6
Member,Male,Seafood,80700,7,260000,5/6/2024,14:35,Qris,5,5
Regular,Female,Instant Food,3400,11,147000,5/6/2024,14:48,Transfer,10,5
Member,Male,Snack,7700,14,90000,5/6/2024,15:05,Cash,15,5
Regular,Female,Bakery,12100,11,95000,5/6/2024,15:18,Card,30,9
Member,Male,Kitchen Consumption,6500,6,84000,5/6/2024,15:35,Qris,0,5
Regular,Female,Dessert,19000,3,75000,5/6/2024,15:48,Transfer,5,5
Member,Male,Dairy Product,43700,1,34000,5/6/2024,16:05,Cash,0,4
Regular,Female,Beverages,7800,2,15000,5/6/2024,16:18,Card,15,5
Member,Male,Fruits,4000,10,104000,5/6/2024,16:35,Qris,15,6
Regular,Female,Vegetables,16900,12,81000,5/6/2024,16:48,Transfer,20,8
Member,Male,Seafood,69800,11,250000,5/6/2024,17:05,Cash,15,5
Regular,Female,Instant Food,7100,8,112000,5/6/2024,17:18,Card,10,6
Regular,Male,Snack,7700,6,72000,5/6/2024,17:35,Qris,0,5
Regular,Female,Bakery,7900,11,90000,5/6/2024,17:48,Transfer,30,9
Regular,Male,Kitchen Consumption,9300,5,84000,5/6/2024,18:05,Cash,5,4
Member,Female,Dessert,19000,12,54000,5/6/2024,18:15,Card,10,5
Member,Male,Dairy Product,21200,11,34000,5/6/2024,18:28,Qris,30,9
Regular,Female,Beverages,17800,2,26000,5/6/2024,18:45,Transfer,0,5
Member,Male,Fruits,13100,7,160000,5/6/2024,19:05,Cash,30,9
Member,Female,Vegetables,11700,11,135000,5/6/2024,19:18,Card,15,6
Regular,Male,Seafood,67800,13,300000,5/6/2024,19:35,Qris,20,7
Member,Female,Instant Food,6900,1,175000,5/6/2024,19:50,Transfer,0,4
Regular,Male,Snack,9000,11,132000,5/6/2024,20:05,Cash,5,5
Member,Female,Bakery,13200,10,90000,5/6/2024,20:15,Card,10,6
Regular,Male,Kitchen Consumption,13400,8,44000,5/6/2024,20:32,Qris,20,7
Member,Female,Dessert,21000,14,27000,5/6/2024,20:50,Transfer,5,4
Regular,Male,Dairy Product,34000,6,28000,5/6/2024,21:05,Cash,10,5
Member,Female,Beverages,12000,4,18000,5/6/2024,21:18,Card,5,3
Regular,Male,Fruits,9500,11,160000,5/6/2024,21:35,Qris,10,5
Member,Female,Vegetables,11200,8,225000,5/6/2024,21:48,Transfer,10,5
Member,Male,Seafood,90900,14,190000,5/6/2024,22:05,Cash,5,5
Regular,Female,Instant Food,3400,2,161000,5/6/2024,22:18,Card,0,4
Member,Male,Snack,9000,4,84000,5/6/2024,22:35,Qris,0,3
Member,Female,Bakery,43000,8,80000,5/6/2024,22:50,Transfer,10,6
Regular,Male,Kitchen Consumption,2200,7,60000,5/6/2024,23:05,Cash,20,8
Member,Female,Dessert,14400,2,33000,5/6/2024,23:18,Card,5,5
Regular,Male,Dairy Product,25800,7,48000,5/6/2024,23:32,Qris,0,5
Member,Female,Beverages,11000,10,22000,5/6/2024,23:50,Transfer,30,9
Member,Male,Beverages,6800,2,20000,5/7/2024,8:05,Cash,10,6
Regular,Female,Dairy Product,22300,9,24000,5/7/2024,8:15,QRIS,10,5
Member,Male,Fruits,9500,14,50000,5/7/2024,8:22,Transfer,20,8
Regular,Male,Vegetables,12000,2,24500,5/7/2024,8:35,Card,0,4
Member,Female,Seafood,41200,1,42000,5/7/2024,8:50,Cash,20,8
Member,Male,Dairy Product,22300,11,36000,5/7/2024,9:10,QRIS,5,5
Regular,Female,Dessert,11000,5,66000,5/7/2024,9:25,Cash,0,5
Member,Female,Bakery,22300,11,26000,5/7/2024,9:35,Card,30,9
Regular,Male,Snack,12000,10,37500,5/7/2024,9:48,Transfer,15,6
Member,Male,Instant Food,37900,8,126000,5/7/2024,10:02,QRIS,30,9
Regular,Female,Beverages,17000,13,40200,5/7/2024,10:17,Cash,20,8
Member,Male,Fruits,13100,9,176000,5/7/2024,10:32,Card,10,6
Regular,Female,Dairy Product,42000,8,135000,5/7/2024,10:48,Transfer,15,6
Member,Male,Vegetables,29700,11,12300,5/7/2024,11:00,QRIS,30,9
Member,Female,Seafood,49400,13,70000,5/7/2024,11:15,Cash,30,10
Regular,Male,Instant Food,7100,4,25000,5/7/2024,11:25,Card,10,6
Member,Female,Dessert,11000,1,120000,5/7/2024,11:40,QRIS,10,5
Member,Male,Bakery,12100,2,72000,5/7/2024,11:55,Cash,0,4
Regular,Female,Vegetables,12000,10,11600,5/7/2024,12:08,Transfer,10,5
Member,Male,Fruits,13100,12,116000,5/7/2024,12:20,Card,20,8
Regular,Female,Beverages,14500,1,38700,5/7/2024,12:35,QRIS,0,5
Member,Male,Dairy Product,34000,12,60900,5/7/2024,12:50,Cash,10,6
Regular,Female,Seafood,80700,6,33000,5/7/2024,13:05,Card,15,6
Member,Male,Dessert,14400,9,39000,5/7/2024,13:20,Transfer,10,6
Regular,Female,Fruits,8400,11,60000,5/7/2024,13:35,Cash,30,9
Member,Male,Vegetables,16900,2,60000,5/7/2024,13:48,Card,0,5
Regular,Female,Dairy Product,43700,5,27600,5/7/2024,14:00,QRIS,5,5
Member,Male,Beverages,17000,13,132000,5/7/2024,14:15,Transfer,15,6
Regular,Female,Instant Food,7350,8,50000,5/7/2024,14:28,Cash,20,7
Member,Male,Bakery,12100,5,24000,5/7/2024,14:40,Card,5,4
Regular,Female,Dessert,7400,11,94500,5/7/2024,14:55,QRIS,20,7
Member,Male,Fruits,13100,11,140000,5/7/2024,15:05,Transfer,10,6
Regular,Female,Beverages,8300,14,56000,5/7/2024,15:20,Cash,5,3
Member,Male,Seafood,69800,2,72000,5/7/2024,15:35,Card,0,4
Regular,Female,Dairy Product,25800,11,66000,5/7/2024,15:50,Transfer,15,6
Member,Male,Dessert,11000,10,81000,5/7/2024,16:00,QRIS,10,5
Regular,Female,Instant Food,37900,14,50000,5/7/2024,16:15,Cash,15,6
Member,Male,Bakery,13200,3,90000,5/7/2024,16:30,Card,15,6
Regular,Female,Fruits,8900,1,10800,5/7/2024,16:45,Transfer,0,4
Member,Male,Beverages,17800,13,84000,5/7/2024,16:58,QRIS,30,9
Regular,Female,Vegetables,9200,1,13400,5/7/2024,17:10,Cash,5,5
Member,Male,Dairy Product,31300,11,116000,5/7/2024,17:25,Card,15,5
Regular,Female,Dessert,14400,14,126000,5/7/2024,17:40,Transfer,15,5
Member,Male,Bakery,21400,14,60000,5/7/2024,17:55,QRIS,15,5
Regular,Female,Seafood,49400,12,43500,5/7/2024,18:10,Cash,15,6
Member,Male,Instant Food,15800,9,30000,5/7/2024,18:25,Card,10,5
Regular,Female,Fruits,4000,8,48000,5/7/2024,18:40,Transfer,30,9
Member,Male,Vegetables,63800,9,28000,5/7/2024,18:50,QRIS,10,6
Regular,Female,Beverages,12000,11,44000,5/7/2024,19:05,Cash,15,5
Member,Male,Dairy Product,23300,10,40200,5/7/2024,19:20,Card,10,6
Regular,Female,Seafood,41900,13,96000,5/7/2024,19:35,Transfer,30,9
Member,Male,Dessert,21000,1,44000,5/7/2024,19:50,QRIS,15,5
Regular,Female,Bakery,12100,14,62500,5/7/2024,20:05,Cash,5,5
Member,Male,Instant Food,3400,11,136000,5/7/2024,20:20,Card,20,8
Regular,Female,Fruits,4000,4,27000,5/7/2024,20:35,Transfer,0,4
Member,Male,Vegetables,12000,12,70000,5/7/2024,20:50,QRIS,30,9
Regular,Female,Beverages,17000,11,13400,5/7/2024,21:00,Cash,15,6
Member,Male,Seafood,69800,10,120000,5/7/2024,21:10,Card,15,5
Regular,Female,Dairy Product,21200,9,47500,5/7/2024,21:20,Transfer,10,6
Member,Male,Dessert,8600,12,25200,5/7/2024,21:30,QRIS,30,9
Regular,Female,Instant Food,7100,13,40000,5/7/2024,21:40,Cash,15,6
Member,Male,Fruits,8400,8,70000,5/7/2024,21:50,Card,20,7
Regular,Female,Vegetables,63800,12,7000,5/7/2024,22:00,Transfer,10,6
Member,Male,Bakery,8000,12,37500,5/7/2024,22:10,QRIS,20,7
Regular,Female,Beverages,14500,1,20000,5/7/2024,22:20,Cash,30,9
Member,Male,Seafood,41200,8,238000,5/7/2024,22:30,Card,15,5
Regular,Female,Dessert,19000,3,121500,5/7/2024,22:40,Transfer,0,5
Member,Male,Instant Food,3400,10,120000,5/7/2024,22:50,QRIS,10,5
Regular,Female,Bakery,43000,14,110000,5/7/2024,23:00,Cash,5,5
Member,Male,Fruits,7500,10,18000,5/7/2024,23:10,Card,15,5
Regular,Female,Vegetables,16900,12,8700,5/7/2024,23:20,Transfer,30,9
Member,Male,Beverages,14500,9,75000,5/7/2024,23:30,QRIS,20,7
Regular,Female,Seafood,80700,5,82000,5/7/2024,23:40,Cash,10,5
Member,Male,Dairy Product,25800,8,25500,5/7/2024,23:50,Card,15,6
Regular,Female,Fruits,4000,13,20400,5/8/2024,8:00,Transfer,15,6
Member,Male,Instant Food,6500,13,72000,5/8/2024,8:07,QRIS,10,5
Regular,Female,Vegetables,30700,2,16800,5/8/2024,8:15,Cash,0,5
Member,Male,Bakery,22300,12,77000,5/8/2024,8:25,Card,5,5
Regular,Female,Beverages,7800,13,50000,5/8/2024,8:28,Transfer,30,10
Member,Male,Dairy Product,32800,8,80000,5/8/2024,8:30,QRIS,15,6
Regular,Female,Dessert,14400,1,43200,5/8/2024,8:57,Cash,20,8
Member,Male,Fruits,12300,14,70000,5/8/2024,9:03,Card,20,8
Regular,Female,Vegetables,15200,10,15400,5/8/2024,9:06,Transfer,10,5
Member,Male,Seafood,44000,8,135000,5/8/2024,9:28,QRIS,10,5
Regular,Female,Dairy Product,32800,11,80000,5/8/2024,9:47,Cash,15,6
Member,Male,Beverages,6800,4,78000,5/8/2024,9:49,Card,10,5
Regular,Female,Dessert,11000,13,92000,5/8/2024,10:20,Transfer,15,6
Member,Male,Bakery,24800,11,56000,5/8/2024,10:25,QRIS,20,7
Regular,Female,Instant Food,6500,5,12000,5/8/2024,10:41,Cash,10,6
Member,Male,Fruits,6300,13,59500,5/8/2024,10:43,Card,10,6
Regular,Female,Vegetables,17600,10,75000,5/8/2024,10:44,Transfer,10,5
Member,Male,Dairy Product,24300,11,22000,5/8/2024,10:50,QRIS,15,6
Regular,Female,Beverages,12000,14,72000,5/8/2024,10:57,Cash,15,5
Member,Male,Dessert,7400,12,40500,5/8/2024,11:08,Card,15,5
Regular,Female,Seafood,44000,11,26800,5/8/2024,11:11,Transfer,30,9
Member,Male,Instant Food,10200,5,21500,5/8/2024,11:20,QRIS,20,8
Regular,Female,Fruits,6300,10,10000,5/8/2024,11:35,Cash,10,6
Member,Male,Vegetables,9200,11,60000,5/8/2024,11:46,Card,15,5
Regular,Female,Dairy Product,24300,1,8400,5/8/2024,11:54,Transfer,10,6
Member,Male,Beverages,8700,9,48000,5/8/2024,12:14,QRIS,20,7
Regular,Female,Dessert,17000,2,90000,5/8/2024,12:17,Cash,10,5
Member,Male,Seafood,41900,12,140000,5/8/2024,12:27,Card,30,9
Regular,Female,Bakery,43000,10,42000,5/8/2024,12:36,Transfer,15,5
Member,Male,Instant Food,7100,13,135000,5/8/2024,12:51,QRIS,30,10
Regular,Female,Fruits,6300,2,60000,5/8/2024,12:55,Cash,20,7
Member,Male,Vegetables,15200,9,48000,5/8/2024,12:56,Card,15,6
Regular,Female,Dairy Product,43700,5,19000,5/8/2024,13:07,Transfer,5,5
Member,Male,Beverages,12000,7,72000,5/8/2024,13:30,QRIS,30,10
Regular,Female,Seafood,80700,2,46900,5/8/2024,13:35,Cash,10,5
Member,Male,Dessert,11000,8,108000,5/8/2024,13:43,Card,10,6
Regular,Female,Instant Food,3400,1,14000,5/8/2024,13:59,Transfer,10,5
Member,Male,Fruits,7500,8,33500,5/8/2024,14:00,QRIS,10,5
Regular,Female,Vegetables,16900,5,42000,5/8/2024,14:44,Cash,15,6
Member,Male,Dairy Product,43700,13,40000,5/8/2024,14:49,Card,5,5
Regular,Female,Beverages,8300,12,72000,5/8/2024,14:53,Transfer,5,5
Member,Male,Seafood,88700,5,65000,5/8/2024,15:01,QRIS,0,5
Regular,Female,Dessert,21000,9,27000,5/8/2024,15:06,Cash,30,10
Member,Male,Bakery,24800,12,105000,5/8/2024,15:33,Card,20,8
Regular,Female,Instant Food,37900,12,48000,5/8/2024,15:35,Transfer,20,7
Member,Male,Fruits,9500,8,12000,5/8/2024,15:38,QRIS,15,6
Regular,Female,Vegetables,12000,9,24000,5/8/2024,15:51,Cash,10,6
Member,Male,Beverages,8300,12,51000,5/8/2024,16:41,Card,10,6
Regular,Female,Seafood,129300,12,54000,5/8/2024,17:06,Transfer,5,3
Member,Male,Dessert,21000,10,55000,5/8/2024,17:24,QRIS,15,6
Regular,Female,Bakery,43000,7,6000,5/8/2024,17:35,Cash,5,3
Member,Male,Instant Food,7100,8,76000,5/8/2024,17:41,Card,10,5
Regular,Female,Fruits,12300,9,14000,5/8/2024,17:45,Transfer,15,5
Member,Male,Vegetables,16900,1,20100,5/8/2024,17:56,QRIS,20,8
Regular,Female,Beverages,12100,1,40000,5/8/2024,17:58,Cash,10,5
Member,Male,Seafood,49400,11,60000,5/8/2024,18:16,Card,5,5
Regular,Female,Dairy Product,23300,9,72000,5/8/2024,18:46,Transfer,10,5
Member,Male,Dessert,9300,8,39000,5/8/2024,19:04,QRIS,10,6
Regular,Female,Bakery,7900,12,77000,5/8/2024,19:07,Cash,10,6
Member,Male,Instant Food,3400,6,100000,5/8/2024,19:19,Card,15,6
Regular,Female,Fruits,13100,12,28000,5/8/2024,19:30,Transfer,10,5
Member,Male,Vegetables,15200,12,88000,5/8/2024,19:38,QRIS,15,5
Regular,Female,Beverages,17000,9,48000,5/8/2024,19:39,Cash,15,6
Member,Male,Seafood,80700,14,96000,5/8/2024,19:42,Card,15,6
Regular,Female,Dairy Product,42000,4,63000,5/8/2024,20:09,Transfer,15,6
Member,Male,Dessert,8600,11,38000,5/8/2024,20:18,QRIS,15,6
Regular,Female,Bakery,21400,10,24000,5/8/2024,20:20,Cash,20,8
Member,Male,Instant Food,7350,13,104000,5/8/2024,20:32,Card,15,6
Regular,Female,Fruits,9600,2,21000,5/8/2024,20:43,Transfer,10,6
Member,Male,Vegetables,30700,5,45000,5/8/2024,20:45,QRIS,0,4
Regular,Female,Beverages,17000,14,72000,5/8/2024,20:46,Cash,20,7
Member,Male,Seafood,88700,8,128000,5/8/2024,20:49,Card,30,9
Regular,Female,Dessert,11000,12,28000,5/8/2024,21:05,Transfer,30,10
Member,Male,Dairy Product,42000,14,175000,5/8/2024,21:06,QRIS,5,4
Regular,Female,Instant Food,10300,12,45000,5/8/2024,21:10,Cash,30,9
Member,Male,Bakery,22300,8,36000,5/8/2024,21:18,Card,15,6
Regular,Female,Fruits,8900,12,102000,5/8/2024,21:25,Transfer,30,9
Member,Male,Vegetables,12000,5,84000,5/8/2024,21:42,QRIS,10,6
Regular,Female,Dairy Product,25800,9,28000,5/8/2024,21:59,Cash,30,9
Member,Male,Beverages,12100,13,115000,5/8/2024,22:00,Card,10,6
Regular,Female,Seafood,88700,11,210000,5/9/2024,8:02,Transfer,15,6
Member,Male,Dessert,19000,3,54000,5/9/2024,8:03,QRIS,30,10
Regular,Female,Bakery,12100,10,24000,5/9/2024,8:13,Cash,30,9
Member,Male,Instant Food,6500,14,91000,5/9/2024,8:18,Card,5,4
Regular,Female,Fruits,9600,10,25000,5/9/2024,8:25,Transfer,10,5
Member,Male,Vegetables,17600,7,34000,5/9/2024,8:29,QRIS,0,5
Regular,Female,Dairy Product,32800,7,18000,5/9/2024,8:41,Cash,10,5
Member,Male,Beverages,6800,14,88000,5/9/2024,8:42,Card,15,6
Regular,Female,Dessert,19000,1,215000,5/9/2024,8:46,Transfer,0,4
Member,Male,Bakery,7900,10,72000,5/9/2024,8:52,QRIS,20,8
Regular,Female,Instant Food,10300,11,84000,5/9/2024,8:54,Cash,5,5
Member,Male,Fruits,8900,8,68000,5/9/2024,9:04,Card,15,6
Regular,Female,Vegetables,11700,2,75000,5/9/2024,9:27,Transfer,0,5
Member,Male,Seafood,90900,12,18000,5/9/2024,9:36,QRIS,30,10
Regular,Female,Beverages,8300,13,70000,5/9/2024,9:42,Cash,30,9
Member,Male,Dessert,7400,13,34000,5/9/2024,9:56,Card,15,6
Regular,Female,Bakery,21400,13,65000,5/9/2024,10:01,Transfer,20,8
Member,Male,Instant Food,7350,12,63000,5/9/2024,10:10,QRIS,15,6
Regular,Female,Fruits,9600,7,46000,5/9/2024,10:13,Cash,10,6
Member,Male,Vegetables,9200,14,98000,5/9/2024,10:45,Card,30,9
Regular,Female,Dairy Product,42000,12,32000,5/9/2024,10:48,Transfer,20,7
Member,Male,Beverages,17800,8,55000,5/9/2024,10:54,QRIS,10,6
Regular,Female,Seafood,49400,6,90000,5/9/2024,10:55,Cash,5,4
Member,Male,Dessert,17000,13,133000,5/9/2024,11:13,Card,15,5
Regular,Female,Bakery,13200,11,225000,5/9/2024,11:23,Transfer,30,9
Member,Male,Instant Food,10300,10,30000,5/9/2024,11:35,QRIS,30,9
Regular,Female,Fruits,4000,10,14000,5/9/2024,12:08,Cash,15,5
Member,Male,Vegetables,11200,14,72000,5/9/2024,12:35,Card,20,7
Regular,Female,Dairy Product,21200,10,77000,5/9/2024,12:43,Transfer,10,6
Member,Male,Beverages,11000,9,125000,5/9/2024,12:44,QRIS,20,8
Regular,Female,Seafood,67800,13,72000,5/9/2024,12:57,Cash,15,5
Member,Male,Dessert,9300,14,46000,5/9/2024,13:04,Card,15,6
Regular,Female,Bakery,21400,10,56000,5/9/2024,13:15,Transfer,15,6
Member,Male,Instant Food,6500,11,18000,5/9/2024,13:21,QRIS,15,5
Regular,Female,Fruits,9600,2,72000,5/9/2024,13:41,Cash,10,6
Member,Male,Vegetables,11700,8,17000,5/9/2024,13:44,Card,30,9
Regular,Female,Dairy Product,21200,6,90000,5/9/2024,13:55,Transfer,10,6
Member,Male,Beverages,8700,14,54000,5/9/2024,14:07,QRIS,20,8
Regular,Female,Seafood,80700,5,49000,5/9/2024,14:12,Cash,5,5
Member,Male,Dessert,17000,13,60000,5/9/2024,14:20,Card,30,10
Regular,Female,Bakery,13200,2,16000,5/9/2024,14:26,Transfer,10,5
Member,Male,Instant Food,7100,4,57000,5/9/2024,14:33,QRIS,10,5
Regular,Female,Fruits,8400,10,175000,5/9/2024,14:35,Cash,15,5
Member,Male,Vegetables,63800,7,22000,5/9/2024,14:48,Card,10,5
Regular,Female,Dairy Product,23300,13,120000,5/9/2024,15:03,Transfer,10,6
Member,Male,Beverages,8700,6,60000,5/9/2024,15:12,QRIS,5,5
Regular,Female,Seafood,90900,10,175000,5/9/2024,15:14,Cash,30,9
Member,Male,Dessert,21000,11,10000,5/9/2024,15:18,Card,30,10
Regular,Female,Bakery,24800,8,56000,5/9/2024,15:44,Transfer,15,6
Member,Male,Instant Food,7100,13,54000,5/9/2024,16:02,QRIS,15,5
Regular,Female,Fruits,8400,13,51000,5/9/2024,16:12,Cash,5,5
Member,Male,Vegetables,29700,4,49000,5/9/2024,16:16,Card,5,4
Regular,Female,Dairy Product,25800,9,22000,5/9/2024,16:38,Transfer,10,6
Member,Male,Beverages,8700,8,100000,5/9/2024,16:52,QRIS,10,6
Regular,Female,Seafood,44000,13,84000,5/9/2024,17:16,Cash,15,6
Member,Male,Dessert,12300,10,51000,5/9/2024,17:21,Card,30,9
Regular,Female,Bakery,9800,1,18000,5/9/2024,17:23,Transfer,0,5
Member,Male,Instant Food,10300,12,24000,5/9/2024,17:55,QRIS,15,5
Regular,Female,Fruits,4000,2,50000,5/9/2024,18:00,Cash,5,3
Member,Male,Vegetables,30700,9,68000,5/9/2024,18:43,Card,15,5
Regular,Female,Dairy Product,24300,10,26000,5/9/2024,18:51,Transfer,15,6
Member,Male,Beverages,17000,8,63000,5/9/2024,19:02,QRIS,10,5
Regular,Female,Seafood,67800,9,90000,5/9/2024,19:19,Cash,10,5
Member,Male,Dessert,8600,7,64000,5/9/2024,19:32,Card,0,4
Male,Regular,Bakery,24800,14,347200,5/9/2024,19:56,Qris,20,7
Female,Regular,Dairy Product,24300,6,145800,5/9/2024,19:57,Card,5,5
Male,Member,Dessert,17000,10,170000,5/9/2024,20:01,Cash,15,6
Male,Member,Seafood,90900,12,1090800,5/9/2024,20:11,Card,15,6
Female,Member,Dairy Product,43700,6,262200,5/9/2024,20:35,Cash,10,5
Female,Regular,Beverages,12000,6,72000,5/9/2024,20:38,Card,0,5
Male,Regular,Fruits,7500,9,67500,5/9/2024,20:51,Transfer,30,9
Female,Member,Dessert,14400,9,129600,5/9/2024,20:55,Card,10,6
Female,Regular,Snack,28000,2,56000,5/9/2024,21:25,Transfer,0,5
Female,Regular,Fruits,8400,11,92400,5/9/2024,21:33,Qris,15,5
Female,Regular,Dairy Product,32800,5,164000,5/9/2024,21:41,Card,20,7
Male,Regular,Kitchen Consumption,21300,11,234300,5/9/2024,21:42,Transfer,15,5
Male,Regular,Fruits,10000,1,10000,5/9/2024,21:43,Card,10,6
Male,Regular,Snack,7900,13,102700,5/9/2024,21:46,Qris,15,6
Male,Member,Snack,28000,8,224000,5/9/2024,21:47,Qris,10,6
Male,Member,Seafood,69800,8,558400,5/9/2024,21:56,Transfer,15,6
Male,Regular,Dessert,17000,13,221000,5/10/2024,8:05,Transfer,5,5
Female,Regular,Kitchen Consumption,24000,12,288000,5/10/2024,8:10,Qris,5,5
Male,Member,Snack,7900,2,15800,5/10/2024,8:29,Transfer,5,4
Male,Regular,Snack,9000,1,9000,5/10/2024,8:57,Cash,20,8
Male,Regular,Bakery,21400,11,235400,5/10/2024,9:01,Card,15,6
Male,Regular,Beverages,17000,2,34000,5/10/2024,9:33,Transfer,15,6
Male,Member,Dessert,14400,10,144000,5/10/2024,9:41,Cash,15,6
Female,Member,Snack,7700,13,100100,5/10/2024,9:42,Qris,15,6
Male,Member,Snack,28000,2,56000,5/10/2024,9:43,Transfer,30,10
Female,Member,Bakery,9800,11,107800,5/10/2024,9:59,Qris,30,9
Male,Regular,Dairy Product,21200,6,127200,5/10/2024,10:05,Card,10,6
Female,Member,Bakery,43000,10,430000,5/10/2024,10:07,Qris,15,5
Female,Regular,Instant Food,3400,7,23800,5/10/2024,10:34,Transfer,30,9
Male,Regular,Seafood,88700,11,975700,5/10/2024,10:44,Card,15,6
Male,Regular,Seafood,44000,9,396000,5/10/2024,10:53,Card,15,6
Male,Regular,Dessert,7400,4,29600,5/10/2024,11:04,Cash,30,10
Male,Member,Kitchen Consumption,21300,9,191700,5/10/2024,11:20,Card,10,6
Female,Member,Dessert,12300,4,49200,5/10/2024,11:28,Transfer,0,5
Male,Member,Seafood,44000,8,352000,5/10/2024,11:31,Qris,10,6
Male,Regular,Kitchen Consumption,9800,9,88200,5/10/2024,11:38,Cash,15,5
Female,Member,Kitchen Consumption,13400,2,26800,5/10/2024,12:12,Cash,20,7
Female,Regular,Beverages,11000,13,143000,5/10/2024,12:20,Card,30,9
Female,Member,Fruits,9600,9,86400,5/10/2024,12:24,Card,10,6
Male,Regular,Seafood,129300,12,1551600,5/10/2024,12:27,Transfer,5,5
Male,Regular,Seafood,41900,1,41900,5/10/2024,12:37,Card,5,3
Female,Regular,Bakery,9800,8,78400,5/10/2024,12:43,Card,10,5
Female,Member,Fruits,8400,13,109200,5/10/2024,12:59,Qris,15,6
Female,Regular,Bakery,12000,8,96000,5/10/2024,13:26,Transfer,30,9
Female,Member,Beverages,8700,13,113100,5/10/2024,13:51,Cash,30,9
Female,Member,Seafood,49400,8,395200,5/10/2024,13:53,Transfer,30,9
Female,Regular,Snack,12000,10,120000,5/10/2024,13:55,Qris,10,5
Female,Member,Snack,28000,9,252000,5/10/2024,13:58,Card,10,5
Male,Member,Instant Food,7100,2,14200,5/10/2024,14:12,Card,5,5
Female,Member,Kitchen Consumption,13100,1,13100,5/10/2024,14:25,Qris,5,5
Female,Member,Dairy Product,22300,13,289900,5/10/2024,14:32,Qris,15,6
Male,Member,Beverages,8300,4,33200,5/10/2024,14:44,Card,5,5
Male,Regular,Instant Food,7350,10,73500,5/10/2024,14:50,Cash,10,6
Female,Member,Seafood,44000,9,396000,5/10/2024,14:51,Cash,10,6
Male,Regular,Bakery,13200,11,145200,5/10/2024,15:10,Qris,15,5
Female,Regular,Dessert,19000,8,152000,5/10/2024,15:14,Transfer,20,7
Male,Regular,Seafood,67800,10,678000,5/10/2024,15:37,Transfer,10,6
Male,Member,Snack,28000,9,252000,5/10/2024,15:56,Qris,10,5
Male,Regular,Seafood,69800,9,628200,5/10/2024,16:17,Cash,30,9
Female,Regular,Dairy Product,25800,10,258000,5/10/2024,16:25,Cash,10,6
Male,Regular,Dairy Product,24300,11,267300,5/10/2024,16:32,Cash,5,5
Female,Regular,Snack,7700,9,69300,5/10/2024,16:43,Card,10,5
Female,Regular,Instant Food,7100,8,56800,5/10/2024,16:44,Cash,10,5
Male,Member,Dessert,17000,13,221000,5/10/2024,16:47,Cash,20,8
Female,Regular,Seafood,67800,10,678000,5/10/2024,16:57,Qris,30,9
Female,Regular,Dessert,17000,1,17000,5/10/2024,17:03,Card,15,5
